Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DLR^H,"Digital Realty Trust, Inc.",27.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^h
DLR^I,"Digital Realty Trust, Inc.",27.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlr^i
DGI,"DigitalGlobe, Inc",31.3,1941699663,n/a,2009,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dgi
DDS,"Dillard&#39;s, Inc.",46.93,1467211495,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",25.51,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/ddt
DIN,"DineEquity, Inc",51.14,919503950.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",17.89,1202164044,n/a,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,60.27,22914096201,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs
DFS^B,Discover Financial Services,25.57,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfs^b
DRA,Diversified Real Asset Income Fund,17.2,306768794,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dra
DNI,Dividend and Income Fund,12.22,130132869.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,51.25,5229147585,n/a,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,71.58,19676781887,n/a,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg
DDC,Dominion Diamond Corporation,12.98,1050657741,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ddc
D,"Dominion Energy, Inc.",77.93,49016859809,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d
DCUC,"Dominion Energy, Inc.",50.49,31757490719,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcuc
DCUD,"Dominion Energy, Inc.",50.12,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dcud
DRUA,"Dominion Energy, Inc.",24.62,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/drua
DM,"Dominion Midstream Partners, LP",29.9,2966739474,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm
DPZ,Domino&#39;s Pizza Inc,195.28,9391163222,n/a,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,37.59,2443391499,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",46.56,6150754278,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",22.65,742920000,n/a,2016,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,8.75,480964155,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,20.82,2110103710,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,24.83,368770218.8,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",29.15,658524647.6,n/a,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",38.4,5936062925,n/a,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,79.6,12391307881,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov
DDE,Dover Downs Gaming & Entertainment Inc,1.12,37130947.84,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dde
DVD,"Dover Motorsports, Inc.",2.05,75626869.8,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/dvd
DOW,Dow Chemical Company (The),62.04,75794437803,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow
DPS,"Dr Pepper Snapple Group, Inc",90.35,16607642514,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps
RDY,Dr. Reddy&#39;s Laboratories Ltd,40.35,6687069722,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,3.79,163511879,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/drd
DHF,Dreyfus High Yield Strategies Fund,3.48,253022754.2,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhf
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",13.12,241171590.7,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/dmb
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",8.49,417307586.1,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm
LEO,"Dreyfus Strategic Municipals, Inc.",8.76,542847126,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo
DRQ,"Dril-Quip, Inc.",51.65,1954146347,n/a,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,3.76,251327341.3,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,25.3781,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,24.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,25.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ds^d
DST,"DST Systems, Inc.",123.27,3806781119,n/a,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst
DSW,DSW Inc.,19.2,1534659898,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw
DTE,DTE Energy Company,105.42,18911022238,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,24.88,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtj
DTQ,DTE Energy Company,25.4,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtq
DTV,DTE Energy Company,53.97,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dtv
DTY,DTE Energy Company,26.51,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,32.15,362309602.5,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,16.82,637979336.9,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select Energy MLP Fund Inc.,7.51,195831969.1,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",10.97,3111696107,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",15.12,128807431.2,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.19,252676136.8,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,83.48,58426276917,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk
DUKH,Duke Energy Corporation,25.6828,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,27.7,9849931612,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre
DNB,Dun & Bradstreet Corporation (The),109.04,4023292278,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb
DFT,"Dupont Fabros Technology, Inc.",52.52,4087955648,n/a,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/dft
DFT^C,"Dupont Fabros Technology, Inc.",27.32,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^c
DHG,"DWS High Income Opportunities Fund, Inc.",14.84,225291530.8,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/dhg
DXC,DXC Technology Company,79.62,22545553748,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",107.73,3385089044,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,16.1,571389000,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,26.06,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng^a
DYN,Dynegy Inc.,6.82,895776507.8,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn
DYN.WS,Dynegy Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws
DYN.WS.A,Dynegy Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws.a
DYN^A,Dynegy Inc.,24.29,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn^a
DYNC,Dynegy Inc.,53.95,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dync
DX,"Dynex Capital, Inc.",6.72,330644307.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",25.36,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",24.3884,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^b
DD,E.I. du Pont de Nemours and Company,79.3,68755637600,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd
DD^A,E.I. du Pont de Nemours and Company,88.71,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,103.3389,0,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^b
ELF,"e.l.f. Beauty, Inc.",27.03,1234390822,n/a,2016,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/elf
SSP,E.W. Scripps Company (The),17.92,1475898458,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ssp
EGIF,Eagle Growth and Income Opportunities Fund,17.1,122792962.5,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,98.54,4770356677,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,19.5,321543904.5,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.68,0,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,25.8003,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/eccb
ECCZ,Eagle Point Credit Company Inc.,25.7999,0,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/eccz
ESTE,"Earthstone Energy, Inc.",13.63,307488642.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",19.77,733297571.1,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",77.58,2629752844,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,77.51,11303054646,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,9.85,418259200.6,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kodk
KODK.WS,Eastman Kodak Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws
KODK.WS.A,Eastman Kodak Company,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws.a
ETN,"Eaton Corporation, PLC",76.68,34298964000,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,15.55,994662732,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,11.34,1207060615,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,45.03,5188070209,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,13.34,522568473.7,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,14.3,681468258.9,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,15.2,605928088,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/eft
EFF,Eaton vance Floating-Rate Income Plus Fund,17.39,132275678.6,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,10.14,192660000,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,20.27,219575666.9,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,22,334671326,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,12.88,306316590.7,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.28,590830493.1,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,14.89,548570456.2,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.77,256356929.4,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,14.13,252652821.5,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,21.5,1565971850,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,23.6,342779427.2,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/eto
EXD,Eaton Vance Tax-Advantaged Bond,11.28,109772290.1,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/exd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,16.52,1260479535,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.6,410197487.2,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.29,1687225244,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.94,2695034609,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,2.225,39171125,n/a,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ect
ECR,Eclipse Resources Corporation,2.18,572435845,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,126.51,36693643427,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,9.9,20352763867,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec
EIX,Edison International,78.78,25667406809,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix
EDR,Education Realty Trust Inc.,37.62,2753116997,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr
EW,Edwards Lifesciences Corporation,110.59,23202091541,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew
EHIC,eHi Car Services Limited,9.99,698888282.1,n/a,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic
EP^C,El Paso Corporation,49.86,0,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,51.45,2086697884,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
EGO,Eldorado Gold Corporation,3.66,2623548730,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego
ELVT,"Elevate Credit, Inc.",7.99,315602962.6,n/a,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/elvt
LLY,Eli Lilly and Company,80.19,88480743301,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly
ELLI,"Ellie Mae, Inc.",107.08,3648135611,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
EFC,Ellington Financial LLC,16.76,539072243.4,n/a,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,14.38,131302298.9,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.b
ERJ,Embraer-Empresa Brasileira de Aeronautica,20.29,3726050142,n/a,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj
EME,"EMCOR Group, Inc.",64.51,3821123281,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme
EEX,"Emerald Expositions Events, Inc.",20.91,1725818141,n/a,2017,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/eex
